	baseMean	log2FoldChange	lfcSE	pvalue	padj
HRASLS5	20.953696618029948	1.1350431793480888	0.20708988291340497	2.7905844550012443e-09	1.5130487583490263e-07
FOXI1	16.86426856357074	1.7585262330720117	0.30574414388903104	2.861845591902318e-09	1.5468297817390027e-07
CTD-2034I21.2	10.378866486445798	-1.6562703794524736	0.30865721425810855	3.0955566299210155e-09	1.6524626720898305e-07
IZUMO2	19.713601957852575	-1.3344420229067369	0.24904505377898054	3.165796029634351e-09	1.6795739365823536e-07
RP11-117L5.1	2.454816787788828	1.2778862815294392	0.2360007169498715	3.3867167516948694e-09	1.783085719055448e-07
RP11-116O18.1	11.49977186195258	1.1769307920515686	0.31149319656314606	3.5509449972837925e-09	1.8600669506422133e-07
ALDH1L1	706.1445301358465	1.13460093972462	0.2097031032129084	3.84646548166113e-09	1.9977327038437913e-07
EMX1	42.32314280613124	1.3653552270606826	0.2526471127977655	3.8809240212287e-09	2.0095855149204925e-07
CLCA2	14.957048928728078	2.795068586493645	0.2320201635210374	4.2368833076421126e-09	2.1720615957761714e-07
CYP2W1	2630.360855239416	-1.1765737072197253	0.2215103090218369	4.380574129141577e-09	2.238110492193665e-07
LINC00658	4.702361641940331	-1.324585448295631	0.24770910792640485	4.3749054283468335e-09	2.238110492193665e-07
KIR3DL2	1.5509922914552825	1.3907625439860278	0.26421737445403476	4.678637504123027e-09	2.3763350311382513e-07
RP11-13K12.1	18.42503249530733	-1.0880863713259905	0.20501265865617277	4.8514364999525315e-09	2.4496917227391893e-07
KCTD16	36.03485600398027	-1.1813338991255813	0.22333322052134835	5.368688777353683e-09	2.675667719945765e-07
CDH26	27.756127526654115	-1.0807035932309972	0.15827753651608298	5.488171043879196e-09	2.7273446260935203e-07
CKMT2	605.4847383603924	-1.1524750605462826	0.21853725923617778	5.60212957498954e-09	2.7727127054192495e-07
FSTL4	46.94864054420878	-1.0889620156808888	0.20615655091075819	5.76141687418795e-09	2.8345842735142935e-07
XXbac-B444P24.8	2.0677519406250733	1.0918238410658345	0.22893257922017682	5.896404137737698e-09	2.892755768596372e-07
CA8	394.1662096500603	1.0361468476201243	0.1943315424670244	6.0381964979600765e-09	2.933153736238328e-07
XPNPEP2	676.3865213485183	-1.038421493803422	0.19753239930545385	6.296309423282998e-09	3.0414256623964776e-07
CDH22	5.563050213798735	-2.2853781283463217	0.2780038555896622	7.119632634508297e-09	3.35926054550065e-07
TAAR3	2.3634188862429815	1.4960758763834119	0.28497671290625887	9.921975827609548e-09	4.5448965667636413e-07
AC004231.2	12.34357748467267	-1.1189506044933626	0.2176631213669857	1.0207394647647546e-08	4.663267147360462e-07
LRFN2	19.724270958806677	-1.292060135699922	0.2514144992124862	1.1565487870038381e-08	5.224388995924487e-07
RP11-1055B8.2	5.61492879585255	1.21123432202562	0.2328171407246999	1.1739777630743176e-08	5.286420336513792e-07
RP11-245G13.2	2.7650692499437417	-1.0930819429058218	0.2106046267705788	1.1756886895594722e-08	5.287231244792324e-07
PLA2G2D	75.38188150547406	1.0807398855466825	0.20756515056219407	1.1837076113093028e-08	5.316371063641183e-07
AC004009.3	4.940739030239485	1.8499894356254438	0.3561010742269461	1.1879298643308724e-08	5.328405409644113e-07
RP11-674N23.4	1.3086640809220529	1.1318351313636659	0.2157310399731974	1.2378542937495152e-08	5.509408711020716e-07
IGKV2D-40	34.20415689637506	1.268535689742553	0.265566164157866	1.2907191479711851e-08	5.729930325530693e-07
SPRR1B	24.88609626672629	3.3854167723723125	0.326222402974051	1.3800942917573044e-08	6.072063267352074e-07
TFF1	4989.957182580949	1.0096738367626115	0.1945837479791894	1.504561290314166e-08	6.577789600616539e-07
KRT23	2928.737807208618	-1.0439598213833952	0.2046406355701045	1.5201388740860944e-08	6.637491331629017e-07
PKLR	123.56904605203485	-1.122351516714826	0.22062269737601198	1.5493395406681934e-08	6.714063871467762e-07
GLP1R	1.896254776849609	-1.5910059724601713	0.2620285782542225	1.5484662791706768e-08	6.714063871467762e-07
RP11-291B21.2	11.29345532645317	1.132092997200225	0.21937076679173995	1.557470391613763e-08	6.723989048194518e-07
RP5-828H9.1	7.099153719496818	-1.107850633375166	0.21837611453050937	1.875663674471051e-08	7.997737282577921e-07
ROS1	17.880266751441717	-1.142352411062474	0.22755054056604684	2.171892068127207e-08	9.17026995708771e-07
FAM83A-AS1	2.6384136252065864	1.0827594697863854	0.21409183438200152	2.3379320182856126e-08	9.763905205265839e-07
HOXD12	5.820725364523951	-1.1473659640993168	0.22927391284675275	2.4652137584168573e-08	1.0184635500981031e-06
SLC6A4	176.6650646106273	-1.028437697077868	0.20568598791339704	2.4960679541427025e-08	1.0275231823621057e-06
KLRG2	48.20463659401721	-1.2338069748561553	0.24809096624177165	2.5494231102803096e-08	1.0469913838627982e-06
RP4-765H13.1	1.591610008525081	2.2123877167065347	0.4486195011655863	2.6997649374387327e-08	1.0995811486940914e-06
CES1P1	19.038628020691466	-1.5158448881824846	0.30999636089583354	3.8354567750549276e-08	1.5019161688984931e-06
RP11-1084E5.1	2.1644979678111524	1.329466800800379	0.19558089477519175	4.05000739239536e-08	1.56991195643716e-06
OPRD1	47.9634117634084	1.0139587167657316	0.20405698536778027	4.136008757271182e-08	1.5978687970764214e-06
GPR83	10.058239634530434	-1.0821997309425881	0.17804031535687007	4.2183094484996836e-08	1.6242137316865335e-06
RP4-806M20.4	3.617990003868344	-1.1763741175695746	0.24159083736591774	4.303184135288006e-08	1.6458845367062806e-06
ORM1	23.514712526436426	-1.7705711780757432	0.28399214088310426	4.392799529937531e-08	1.6764476261324026e-06
RP11-134N1.2	5.19669937741484	2.078904398220965	0.24016153281811092	4.47421676452619e-08	1.701877738030898e-06
NLRP9	2.3783100995277855	1.0079456685360224	0.20180999461132562	4.480956190900862e-08	1.7025661707517488e-06
ERVH-1	6.334912222671928	-1.3623895748356425	0.24343599967881235	4.5955229756112696e-08	1.7403527689875223e-06
HS6ST3	4.888192824710901	1.609957456770132	0.24412846122235135	4.676242135417016e-08	1.7651153100877913e-06
RP11-398J5.1	1.2276336999046153	1.481475151586995	0.458391616411773	4.81367604452825e-08	1.8090831689435986e-06
RP11-407N17.3	1.5779531351434912	1.0223748640754822	0.20499040166768945	4.8545251009984824e-08	1.822452042807452e-06
MRPS36P2	1.4081360857159257	-1.8880927500834797	0.37032217419318175	5.079984608646292e-08	1.8906520303170866e-06
CTC-321K16.1	5.134496872239955	-1.012762074265741	0.2067860648384535	5.418411095737383e-08	2.003651846087556e-06
DLX5	22.340414461596772	-1.2780737832211504	0.2093455595418449	5.620425894143377e-08	2.0607034982157535e-06
AFF2	7.298173110627844	1.253128634136175	0.164550560018836	5.677489951472075e-08	2.0794183239018297e-06
SNX18P7	1.6531100280638524	-1.9246294996675508	0.3948222329731487	5.725711054188246e-08	2.094858139719848e-06
RP5-981L23.2	1.5433208520457318	-2.1084230986841	0.43879708476271334	5.8212477194815614e-08	2.124185189341313e-06
RP11-387A1.5	2.1414099681134755	1.0055527701424656	0.20411055830965255	6.060021431762568e-08	2.205490202425875e-06
SPRR3	17.036295807469028	3.8133976116576833	0.3234144564917874	6.096697387869091e-08	2.2165024671812913e-06
RP4-809F18.1	2.2858347323135604	2.6309747721596675	0.43779435230221464	6.110285967972806e-08	2.2191068008606183e-06
FCRL1	14.182850826614215	1.147315783335579	0.23426859559142701	6.212528663232553e-08	2.24443844111638e-06
MAP7D2	474.3311389831888	-1.0145311557997685	0.2112645848027299	6.643974771813588e-08	2.370553725918365e-06
FAM41C	2.067412955604323	-2.2855512660929778	0.3018220592864792	6.752786048222144e-08	2.4019333113645355e-06
HOXC5	1.1313479835087121	1.1537270260898096	0.32577009418102587	7.014931307347467e-08	2.4731702643294573e-06
TAC1	102.84796378904957	-1.1388903238068573	0.23842922307752523	7.442694086246027e-08	2.5991483149723485e-06
CYP3A4	22.60481726948078	2.224089334673284	0.16928751623159835	7.836541601581648e-08	2.717454556580592e-06
AC005235.1	2.7392468129881	-1.7909638866902975	0.2994135505183211	8.586873184371376e-08	2.936370554869491e-06
C6orf15	131.62362875407618	-1.0611842184890143	0.282059763659735	9.472413841550346e-08	3.2042921572915362e-06
MUC17	2987.8886244423534	1.159671986704083	0.24289782022465198	9.687069842086808e-08	3.2641172507901868e-06
CTD-2066L21.3	5.342925180270072	-1.115715056512409	0.23747202238541054	1.1019975536097141e-07	3.6596914910165676e-06
GOLGA6L2	5.95464127781331	-1.4440878946574351	0.3079556097390889	1.1166957304921654e-07	3.7049411277366384e-06
DIO3	205.54627748087532	-1.7327858889157373	0.16256209691648335	1.1533023122121607e-07	3.815398013331763e-06
TNNT1	156.58149927759538	1.1176567294018	0.2349696529548064	1.1711912122498256e-07	3.859790275637831e-06
RP11-543D5.1	11.427761799930524	-1.0130997578254544	0.16412108673202272	1.2352795857677335e-07	4.055521514567108e-06
PTCHD3P2	9.46683201868042	-1.1728058036814948	0.25086022255026225	1.2414293599274655e-07	4.071841142751643e-06
RP11-274J2.1	0.9107137667262982	-1.1075196126376539	0.23755982427840613	1.2741079092093515e-07	4.163210876846981e-06
RP11-1102P16.1	1.6469512231478136	-1.232744065410918	0.2644945128265754	1.3369429683147038e-07	4.3275854020293565e-06
CALCB	12.2491147867512	5.279184581677885	0.2624169248859684	1.3641633561712353e-07	4.39510018614199e-06
FGA	41.92818723089146	-1.3533381515187053	0.24150478763241626	1.3743588663289057e-07	4.4238216705748134e-06
RP11-817J15.3	2.1611100441135718	-1.5444230410866409	0.32992757944322004	1.4725198810442525e-07	4.6724966874974575e-06
RP11-200K12.3	2.8636320870210734	1.3238829847452545	0.2802498593147798	1.4787228831851938e-07	4.676935067715222e-06
SAA1	435.4112370152593	1.548596054017509	0.19918390333690167	1.5862445304678304e-07	4.944558988564795e-06
REG4	21885.043624217702	1.2309423840142424	0.264021860391498	1.7556313340076975e-07	5.375531472868604e-06
VENTX	206.66740394012118	-1.2529085189187636	0.2277189220212579	1.759323364235578e-07	5.382064690342639e-06
ZNF840P	1.129376153737511	-2.4363453886880477	0.4632655274858524	1.770928137653148e-07	5.4032081288219456e-06
CTD-2291D10.4	6.971681666697704	-1.1854681464189072	0.2582158044127774	1.8004560381397692e-07	5.459539126011532e-06
SERPINB2	25.636986913719987	1.3737223089741128	0.2608510308442799	1.9687706850506312e-07	5.86690266784113e-06
TTC29	5.988512134461962	2.345075075042935	0.3921960177110584	2.107884261507904e-07	6.180144874699489e-06
CTC-455F18.1	4.57724946169175	1.0872260394602051	0.2100043409907284	2.106474273055174e-07	6.180144874699489e-06
RP11-280O1.2	5.324367635944373	-1.3088604940260975	0.2902269711137694	2.6693858636932276e-07	7.575616184078611e-06
PHYHIPL	105.59370037259413	-1.1690542380086835	0.2601597331142685	2.841701475890082e-07	7.98589793118728e-06
LKAAEAR1	1.602367353637772	-1.979340398275148	0.3257625709173366	2.9650053342446575e-07	8.258496309204998e-06
COL6A5	6.234486220896324	1.0288489863790984	0.22349095889058032	3.129749735478955e-07	8.661482080446486e-06
RPS3AP54	0.7064824889464674	-1.5355147719961861	0.3267446391067602	3.242683388336489e-07	8.902686714337493e-06
LINC01443	24.02391953867888	1.078380327665329	0.23814884130144579	3.4723665448940946e-07	9.495534103527493e-06
KRT16	66.06798341669405	2.329124573154315	0.21365901409257926	4.5020831034221964e-07	1.1979425749306303e-05
CNDP1	13.757900591838744	1.4713558594356226	0.23014639268460965	4.5007089498523984e-07	1.1979425749306303e-05
HRK	4.123807524191038	1.5435260419727144	0.2086128711210836	4.628191671267045e-07	1.2230182398027635e-05
RPS21P8	1.042817913330091	-1.4202014051422107	0.3193018221065856	4.92315836161862e-07	1.293049760407482e-05
RP13-436F16.1	0.8057980406825747	-2.0683312759225023	0.3956560906938563	5.086507527553408e-07	1.3278745048120906e-05
SOX2	110.91810776765351	1.3655583777510503	0.3084318797092594	5.437631071001452e-07	1.4004839815827603e-05
PGLYRP3	6.2056364589322675	1.408236266895919	0.3203807326957855	5.664890882628145e-07	1.4514391788146209e-05
DLGAP1-AS5	16.027706751792945	2.039297726311566	0.39321666646264136	6.109001382687694e-07	1.549138691301524e-05
HYPM	1.419596086843031	-2.0852400676682423	0.32446913841484215	6.416448410316044e-07	1.616420825641835e-05
ISM2	114.21462377243408	-1.2922959945671495	0.23781258767439217	6.433475297406417e-07	1.6192236410581036e-05
RP11-661P17.1	16.236726120745217	-1.160722314394955	0.26898236598274744	6.543129176733546e-07	1.643814341305262e-05
PPY	1.6368367521072795	-1.5469082359737865	0.3585644432704258	6.73832896456081e-07	1.685216551614781e-05
SLC38A8	1.743894798094616	2.00146322374256	0.25213716857206914	7.948031765096852e-07	1.934525166334849e-05
HOTAIR	23.510851628601625	1.0652308514775473	0.3492413436665337	8.76738594876903e-07	2.1072232143255723e-05
GJB5	179.3906803236332	1.0332035984293957	0.2390636850234488	9.074814903734246e-07	2.1750586894182748e-05
PRAMENP	5.1962253499709075	1.587504967377778	0.26164641651781223	9.640261203036313e-07	2.2915026939467872e-05
RP11-202G11.2	1.181932944329278	-1.0849390916204091	0.2507812660033033	9.82720762640575e-07	2.324740390416451e-05
AF186192.1	2.59530608390296	-1.0461805697725055	0.24750162513897947	1.2859622111407151e-06	2.9355296000249847e-05
APOA4	2.1264441800823946	4.1782832065795406	0.43501796646785545	1.2858697381063301e-06	2.9355296000249847e-05
AL122127.2	1.4516138137025496	1.5277678795376606	0.2661184160777072	1.3812166540778653e-06	3.1322692579475584e-05
SLC9C2	0.7885210908411711	1.384096358306362	0.3122759392453084	1.4147843775376065e-06	3.2020853755828216e-05
GABRR1	18.23733755293864	-1.3163736278365052	0.31990425721234367	1.4271317159541382e-06	3.2258033511534044e-05
TCAM1P	9.363092369956334	1.3131267436423213	0.29399796839667913	1.4549449396268068e-06	3.2779444438898016e-05
CTD-2066L21.2	0.8891916682563061	-1.362029521164398	0.3033947431736588	1.5853840962233346e-06	3.5349254948587174e-05
IGLVI-70	13.662991299251889	2.2015000249614	0.2856115391386929	1.593690054061737e-06	3.54429279376589e-05
CTD-2527I21.15	8.907936783192163	1.1349360918968578	0.2734086748470311	1.6930979750179525e-06	3.7245998637687924e-05
CHRND	2.194527491597399	1.9570676867461079	0.3067877623540058	1.8364601481079617e-06	3.994185176029772e-05
RP5-944M2.3	1.073030495988718	2.633633730217297	0.5721478108484213	1.8682233778275539e-06	4.0556064753870556e-05
OMD	31.31356611373714	-1.0101180547486703	0.24664788404260998	1.8715021016373778e-06	4.060172084569834e-05
KRT6A	118.0566936178365	2.499292606693081	0.23972470482707312	2.0296704598136737e-06	4.3486822792211334e-05
AC068121.1	7.3670979747376	-1.0393704520382612	0.25459103361060825	2.1021173311316836e-06	4.487202001398399e-05
CTD-2545H1.2	3.7357471507019073	-1.3066839070669234	0.3231182295218306	2.1369316632924864e-06	4.550267927669291e-05
SALL3	1.6255362333923387	-4.168710176384422	0.592979087227088	2.2727856006325476e-06	4.812842984343773e-05
BPIFB1	2.475929844133423	1.2339749288009123	0.35802729177197345	2.350437881762057e-06	4.946948419274706e-05
ZPBP	0.9139508796856932	-1.382622035961704	0.3419548579964204	2.5925711504658826e-06	5.384378977437802e-05
RP11-180I4.2	1.3431418646503532	-1.4677843204730834	0.2870758502384768	2.6371640126510344e-06	5.463849470242437e-05
RP5-907D15.3	0.66919345172848	-1.5128306888329897	0.3265544729861542	2.6790832544889882e-06	5.5407291882359685e-05
GRID2	0.790062082900124	2.0076498695347857	0.3561346226358802	2.9067208924920516e-06	5.92285110235342e-05
MUM1L1	17.85116933321499	-1.0584690144934477	0.26653633646081343	2.980174568400656e-06	6.0546628966718734e-05
FDCSP	51.09761868726945	1.3912513101506967	0.25243727618798995	3.001856876841514e-06	6.0808289039502766e-05
CTNNA2	48.69981310539299	-1.847765230789902	0.2357549026629279	3.1671859811390318e-06	6.365505924649797e-05
SAA2	117.4033311566453	1.2440089397860852	0.19278873225638976	3.195373986624801e-06	6.405213392341693e-05
SPRR2D	20.04516472236807	2.748284043979127	0.28351733375272015	3.345688621780045e-06	6.6524694081197e-05
ZAR1	2.470100202562523	-1.0919258828839207	0.28683202888691073	3.4086643558393534e-06	6.746616018451552e-05
LIPF	0.6754066260960879	4.434849480992431	0.48966169770205903	3.5454625902104824e-06	6.977389569270064e-05
RP11-10J21.3	0.8553364924141665	1.0154493608759538	0.25380405204569534	3.8788111295873005e-06	7.538907078991907e-05
TPTE2P6	1.1166526614498358	-1.103546415991559	0.2748332580636986	4.251307086242507e-06	8.152784239014087e-05
KIR2DL1	1.0626114907339095	1.2802818090499473	0.31480013491541226	4.314349545202262e-06	8.237092570049515e-05
DPP10	67.75474692933052	-1.0855021398794011	0.2822944510778321	4.7641846198964025e-06	8.942685239238149e-05
RP11-379K22.3	1.2071303236727626	2.187786259882625	0.3618916886812084	5.338426152776479e-06	9.882109863998265e-05
FUNDC2P2	2.1795576094992115	-1.0050853450257837	0.29201499770896666	5.618316434604192e-06	0.00010316077247121722
KIR2DS4	1.6446602546723095	1.11930704539526	0.2878592132229322	5.6532501767711695e-06	0.00010358193878266453
RP4-809F18.2	0.93855389543671	2.602272128233096	0.5101578258204771	5.8506465906566515e-06	0.00010657681009920856
AC007009.1	2.7622084408164285	-1.8410935909233335	0.5539364267431469	5.9027956259842855e-06	0.00010730039754223434
RP11-390F4.6	6.847560891126574	-1.1154910994777225	0.29284313669647377	6.02473593921463e-06	0.00010922956948482672
RP11-200K12.2	0.6980087139616512	1.7389864089341895	0.40894068632628583	6.220183422198256e-06	0.00011253677057929983
AP000472.2	2.4912933667239527	1.3111691160577406	0.341022517180224	6.28148929795196e-06	0.00011340829972434125
IGKV2-29	30.48537057027954	1.429864488568952	0.3004245993243603	6.597213409816995e-06	0.00011830454659826551
KIR3DL1	1.4500134577556374	1.101560751894206	0.2911041060453177	6.695618706746416e-06	0.0001195725330370257
PAX4	8.77724607806399	2.269080158394155	0.3347167787548392	6.7462659751121565e-06	0.0001201663405097595
ITLN2	38.45811405780282	-1.703887610070304	0.29686039590539676	6.7646198384674484e-06	0.00012043115462937563
CR2	107.24466613718236	1.2353554304570125	0.2105982179931562	7.112936022756775e-06	0.00012624182135353212
RP11-1G11.2	1.0596000579486642	1.1404467584935138	0.337597010825316	7.366739429333843e-06	0.0001302110779991465
RP11-483E23.2	0.7263185327169294	-1.8410423481146192	0.43713445593501304	7.816114767511063e-06	0.0001368236045820056
SLC17A8	1.7904602516757477	1.1006356484447664	0.29313038175634043	7.996452498348557e-06	0.00013955607700250758
WFDC9	0.7506370547459328	-1.3831996905864135	0.34223633361810846	8.575824317260453e-06	0.00014787409898629135
TDRD1	8.273972989641253	-1.9382282451989186	0.1913157518434339	9.127212430513695e-06	0.00015582583436731683
CFAP46	12.32188410155021	1.1880657479367516	0.21089377612239177	9.414984909888672e-06	0.00016002694331581445
AIPL1	0.5725129028539931	1.6348979122517462	0.40646752579910317	9.46577428013752e-06	0.00016065302805277134
RFX6	13.479898290242788	1.1741896906186575	0.2796667673968378	9.50723434335835e-06	0.00016127743602696988
RP11-685G9.4	0.7122595631974542	1.0429518581688935	0.2536052229394195	9.887294902486371e-06	0.00016617391306183665
LINC00393	6.038569377032621	-1.318894654199747	0.40202053443796215	1.0026054967845004e-05	0.0001679339895632545
SAA2-SAA4	19.488133697899364	1.5186135818211117	0.2623959811739601	1.004411063503892e-05	0.00016815486820793708
RP11-807H22.5	1.7097998457674801	1.2821093158330152	0.3606920237547147	1.0079410419918989e-05	0.00016850081175370863
POU3F3	4.279693279677716	1.8746458574813842	0.22380244357669582	1.0211972443602664e-05	0.0001702225406646471
KLK7	206.86174685317707	1.2399760582436399	0.24971367268249348	1.0710510520420025e-05	0.0001775898283025765
AC114498.1	7.4318694988803875	1.448195398932945	0.1652320467930258	1.1115870065481852e-05	0.0001832553318957576
VWA5B2	32.35966119787924	1.4000814578581027	0.1684313349658519	1.1406064599842655e-05	0.00018768111441132238
KRT40	93.73396456263828	-2.5705300953787025	0.26619998227661934	1.1562174423864694e-05	0.00018979770924498044
RP11-587P21.2	1.6677716101827478	2.1233403509026365	0.4229559062107869	1.1786651920380325e-05	0.00019311545731788218
NPY	6.073269149364496	-1.0158000316922513	0.27903891239908	1.1864574595092173e-05	0.00019402399496462757
PCDH8	7.253023942489856	-1.2760276329914813	0.27475957397658185	1.2078335867626014e-05	0.00019686718461352866
FOXL2NB	1.8036376530813458	1.3362555660269853	0.3259143036312029	1.2298515171123212e-05	0.0002002669104103034
FER1L6-AS2	1.3079984558514963	-1.2230329679031355	0.32720875943420175	1.29891066060251e-05	0.0002100270430519171
FLJ43879	1.7047503708169915	1.252576317861513	0.40593206638495877	1.3803213536756655e-05	0.00022132562169568305
SLC6A2	2.3986102818520316	-2.444024479598908	0.3298979013501882	1.497043828981397e-05	0.00023771700228088303
PCDHA1	1.756218794709443	2.5238380582116156	0.22107387497053083	1.5251818258889352e-05	0.0002411938182351284
FAM19A4	0.9045855537848771	1.778663162145784	0.2954570179038569	1.527708856814561e-05	0.00024125720698577396
ZIC5	97.49524795945833	1.144870084248316	0.3150813712155217	1.528376770180304e-05	0.00024125720698577396
TRIM72	163.65824300481145	1.001689350648526	0.2765712962884409	1.619357162121587e-05	0.00025284519740214907
LINC01187	0.8760486099742631	1.5183486129713746	0.3830780450470082	1.6439962180275416e-05	0.0002561134026983998
S100A8	192.2531665063881	1.0350190027735997	0.15595922663707742	1.663757354605405e-05	0.00025849235948430715
TCL6	10.526208013413358	1.9463026229699782	0.26551443158360555	1.6694538309224165e-05	0.0002592607752356044
RTP3	1.0416295716566126	-1.1209124219806768	0.3055496681690269	1.75173848397185e-05	0.0002708832423347447
DPP10-AS1	27.083223107167054	-1.2828183244983755	0.3711664400851339	1.8344224889328577e-05	0.0002809635650676853
PSAPL1	4.057264691423372	2.2026846179175297	0.3491914886847472	1.8782807649663898e-05	0.00028634499911112647
RN7SKP127	1.3688559990138562	-1.0566612010792662	0.3104265607367538	1.8795069575103473e-05	0.00028634499911112647
XKR7	6.460940566407241	1.2118157989102556	0.27560472706688444	1.9385535710055124e-05	0.0002932709734357792
PRH2	2.3636746444979204	1.882336209534887	0.16113115374838402	1.9981460307183927e-05	0.00030057477181599237
TCL1A	17.782642171908893	1.6738110776295163	0.24625011255780277	2.0040332554180887e-05	0.00030119800076427306
DNAJC5G	1.5410715715835963	1.1645835350431455	0.20760129525175222	2.104235886339092e-05	0.0003127198753975024
SPRR2A	20.547195589265577	3.3485814135780156	0.3124599351369881	2.1440575957663447e-05	0.0003177777666913539
NBPF7	10.485446311375446	1.0269921785896334	0.28966668373143795	2.1703143955045077e-05	0.0003207459075393012
MAGEB17	127.09370637222528	-1.0214492646242734	0.29825628785412545	2.3738346583391796e-05	0.0003456876778120475
RP11-434E6.4	9.552275581162279	1.0063627283469352	0.2861575573882145	2.3773893017151076e-05	0.0003457274598005743
RP11-883G14.1	1.0141450661156528	-1.4368524043202826	0.38966330104268826	2.6020821541349877e-05	0.0003721354593768704
RP11-521M14.1	1.1555057130219442	-1.223100863890647	0.36551547000435447	2.6874420885763443e-05	0.0003826004734346652
RP11-343J3.2	0.799068727377941	1.061972950311721	0.2855579857794353	2.68676861048232e-05	0.0003826004734346652
CD177P1	3.0794835661082387	-1.4630720150582905	0.31955790779040566	2.831854169345547e-05	0.00039953668015055765
KRT37	3.4175840142530696	-1.3795101774417755	0.32306779843295913	3.0005192855663285e-05	0.00042007269997928597
HOXC11	57.493132902156255	1.1714016482218452	0.3415198534956453	3.13425310039181e-05	0.0004364952966989207
KRTAP1-5	0.8850316366640294	-1.0097526475303797	0.2961535499184724	3.2462406177858094e-05	0.0004493733805895242
CLCA1	7998.067586357688	1.1893092427154823	0.28253169465689265	3.39843137470511e-05	0.0004654045314019234
HCN4	1.7939325129916999	1.9968947433035826	0.16805016457627717	3.42370726052285e-05	0.00046849445865268703
RP11-30K9.5	1.3516278597723572	-1.141778717101553	0.24450266981999436	3.463050336530054e-05	0.0004731282932083663
HOXC-AS3	1.3532145450541881	1.4277373735299221	0.41138713352769984	4.002195570007792e-05	0.0005368071091142878
LINC01500	0.6426789785279222	-1.008869864590295	0.2909900323626164	4.0352053511484844e-05	0.0005403000861512934
REG3G	4.545087296348729	1.3165003863879983	0.36318709974590724	4.296308545264054e-05	0.0005672244057199155
SPRR2E	4.820223530278009	4.650646735837069	0.45059048769326165	4.4557947116488346e-05	0.0005840388529446961
ADARB2-AS1	0.8227259624258928	-1.213887733859448	0.3540940097614296	4.527541448310792e-05	0.000592319039930902
SEZ6	4.855703979330349	1.8710086240066033	0.19056299005078076	4.619773261971454e-05	0.0006021046374413964
SLITRK2	2.6877168285911526	1.1228806829800635	0.20851246563223427	4.6998622865196865e-05	0.000611001525997559
SLC4A1	1.2899311316393742	1.102206772541911	0.22570430365851057	4.6975112757374384e-05	0.000611001525997559
TPH1	30.327795439936907	-1.1169181952766498	0.15439399502359347	4.9292216031212716e-05	0.0006345432967813262
RP11-401P9.7	19.29519059940208	-1.395226859817627	0.23302558724511205	5.105599052351843e-05	0.0006523758049209322
TUBB8P11	1.2548010541022399	-1.5572769257033583	0.2518936197868021	5.4154326673854834e-05	0.0006848707926259971
SERPINA9	2.0360053073154636	1.8037662666591778	0.3200247661626082	5.543377629486765e-05	0.0006974760530681745
AC006050.2	1.039691480785681	5.638207053176575	0.7207036066738902	5.685885401000737e-05	0.0007112608112269592
IGLV1-36	74.62858586404958	1.1607950490471084	0.2388650361802974	6.243001132890255e-05	0.0007667879556463856
IGHV3-20	44.257002633118695	1.5452289445007303	0.22804077955371077	6.4075706535996e-05	0.0007853253202059013
AC003958.2	7.850884071659114	-1.287803486123279	0.303720849594879	6.971766290210238e-05	0.0008428101649677324
KRT39	8.033755439573275	-1.3833139122410008	0.27640726735755294	7.19738408158643e-05	0.0008649382442930833
SLC10A2	0.8572202782718524	4.12565923212978	0.5746547274162342	7.203943390379257e-05	0.0008651244673745438
LINC00520	16.24102349675751	1.1802291298949192	0.203202746682082	8.409337182861558e-05	0.0009878591937327837
IGLV3-9	141.92725266687435	1.1029109818278675	0.22582434014523034	8.506939295341314e-05	0.000997327458867951
RP4-781K5.4	1.8404362160966132	-1.2773421504062263	0.24925538052825605	9.81266232374406e-05	0.0011259459512872835
MYO18B	14.3901679339876	-1.0316297597095634	0.21994888804645368	0.00010531969065302961	0.0011938075076384433
RP11-87G24.2	0.6165775436041496	1.159354733057867	0.35514272398514873	0.00010641733018429322	0.0012034845284561622
CTD-3099C6.5	0.5370943097414516	1.2052164085562995	0.3164403646372713	0.00011526847319561471	0.0012821715063543126
ZNF578	4.996245937935112	1.4907569879196012	0.13059451586397242	0.00011546044170898168	0.0012838933469880261
AL158069.1	0.9182061911610571	-1.0581757077605491	0.4331850754702021	0.00012503493564736478	0.0013711483088092412
EMX2	4.911144007557687	-1.4278103438126615	0.31324323212861394	0.00012589961498586072	0.0013795434334967188
TEX19	4.511375039414169	1.1743902203751109	0.1668005345103882	0.00013905815644412687	0.0014999346056424904
TRDV3	0.6364441822512369	1.2453724031747608	0.40245145851012337	0.00014310187446615717	0.0015330187780124493
ANKRD34C	0.5259993884554012	2.4412825523035004	0.3362450941274786	0.0001490452637151288	0.00158586731922154
AACSP1	1.7841523388712401	1.1454543548743124	0.28508782464384214	0.00016758125962645885	0.0017475608529524864
OVCH2	0.5793796587772092	1.1073148521637681	0.3208568058053299	0.00016919877944049456	0.0017601769410589762
KRT5	53.64252397343254	2.43158756284012	0.23752654487621447	0.00016985648601513915	0.001765876732072997
CER1	1.6091996729303524	3.312214014345393	0.2643495337422697	0.00017575462291853798	0.001815685117834408
DKK4	124.84595181079047	1.1145229913512125	0.2476939992242477	0.00017579625438758064	0.001815685117834408
